tweets,favorites,followers,friends,listed,fav,rt
8996,12918,385,226,0,0,38
35565,7295,1312,589,83,8,2
20544,54013,177,97,22,1,0
19949,21550,718,767,76,5,1
260014,105022,4065,1442,107,3,0
36202,11293,721,162,34,0,42
239826,5750,11760,199,409,3,0
76709,42361,948,2369,52,0,0
8996,12918,385,226,0,0,21
18980,14827,101,155,8,0,95
724,1462,83,366,0,3,0
272270,53285,15453,7516,440,1,0
20182,15442,375,115,9,1,0
14737,2140,369,257,7,1,0
9225,3017,680,197,10,0,0
36202,11293,721,162,34,1,0
27679,13979,790,1096,35,0,42
3147,1789,398,501,11,0,95
73350,124142,1984,3026,81,5,0
6156,2960,61,299,2,0,0
23903,33319,205,666,17,0,42
22085,6409,853,1815,10,0,0
7459,2345,151,530,4,0,0
8637,3986,113,69,2,0,42
79950,103268,856,4154,20,1,0
2301,16,21,55,0,1,0
4841,9644,245,387,7,5,0
389,816,47,269,1,0,42
4194,1306,1649,2479,37,0,0
27989,12593,1318,993,1,0,95
29111,32401,3152,3457,85,1,0
4526,25735,109,226,8,2,0
9060,3580,62883,565,363,220,42
16882,3578,852,408,9,17,3
7459,2345,151,530,4,2,0
76709,42361,948,2369,52,1,0
1645,3218,98,219,5,3,0
35757,55651,621,971,18,0,3
8637,3986,113,69,2,9,0
1850,3337,150,244,6,0,38
21899,11570,609,1003,29,2,0
260353,34675,5167,5601,188,1,0
12072,1143,391,727,20,13,3
1729,4435,402,2090,6,0,0
389,816,47,269,1,0,3
9060,3580,62883,565,363,2,0
1760,1913,157,374,2,0,95
45750,525,168,134,17,2,0
1976,1009,119,156,8,2,0
1398,1027,239,245,15,1,0
380,455,23,33,0,0,1
45326,37179,3560,5001,115,0,0
51879,12296,270,1151,28,1,0
18956,10912,544,739,13,0,0
4194,1306,1649,2479,37,1,0
1645,3218,98,219,5,12,0
8996,12918,385,226,0,0,95
724,1462,83,366,0,1,0
66655,66919,789,585,44,2,0
52636,16900,1374,982,60,8,3
1517,7601,487,767,1,0,95
36202,11293,721,162,34,0,95
16882,3578,852,408,9,1,0
12072,1143,391,727,20,0,95
28316,6303,194,468,24,0,95
260353,34675,5167,5601,188,2,0
4940,12000,278,1402,7,2,0
36202,11293,721,162,34,1,0
23903,33319,205,666,17,0,95
98418,94338,842,1287,58,0,0
15998,13280,751,759,41,3,0
19949,21550,718,767,76,1,0
98296,2324,1075,917,69,1,0
787,759,31,264,2,0,0
6596,10406,137,166,10,1,0
1517,7601,487,767,1,0,18
4250,9649,211,436,14,0,1
1315,2387,96,123,3,0,95
6185,3838,152,259,2,4,0
147277,824,1243,1906,117,2,0
29111,32401,3152,3457,85,0,0
8637,3986,113,69,2,0,5
9060,3580,62883,565,363,1,0
17436,5011,6173,6510,147,0,95
161036,7039,4693,674,86,0,95
45326,37179,3560,5001,115,0,1
8637,3986,113,69,2,0,95
272270,53285,15453,7516,440,2,0
75351,52785,1247,4946,26,0,95
10323,36127,658,686,21,1,0
7141,10145,205,996,1,0,95
260014,105022,4065,1442,107,1,0
23594,62056,670,2609,9,0,95
45750,525,168,134,17,1,0
27679,13979,790,1096,35,0,95
5732,152,246,269,4,1,0
18956,10912,544,739,13,0,5
8895,6286,495,816,14,1,0
14737,2140,369,257,7,4,1
6304,4566,177,469,4,0,4
5605,2604,68,127,5,0,0
16882,3578,852,408,9,0,0
22085,6409,853,1815,10,0,0
9060,3580,62883,565,363,306,95
6304,4566,177,469,4,0,1
260353,34675,5167,5601,188,2,1
27679,13979,790,1096,35,0,1
36202,11293,721,162,34,0,0
161036,7039,4693,674,86,1,0
52636,16900,1374,982,60,4,0
5940,8620,753,1994,9,1,0
4306,1098,54,452,2,1,0
3227,5366,149,312,3,1,1
30355,71604,440,970,52,0,0
7775,8650,3989,348,198,10,5
724,1462,83,366,0,2,0
8895,6286,495,816,14,0,0
23903,33319,205,666,17,0,4
16604,55577,486,114,5,0,0
8637,3986,113,69,2,1,0
16882,3578,852,408,9,3,0
4587,1856,47,209,1,0,0
79950,103268,856,4154,20,3,0
7459,2345,151,530,4,2,0
2301,16,21,55,0,0,0
4628,12852,504,1182,18,1,0
45326,37179,3560,5001,115,0,1
36202,11293,721,162,34,0,0
29111,32401,3152,3457,85,5,1
18139,30872,395,290,21,2,0
76709,42361,948,2369,52,0,0
272270,53285,15453,7516,440,0,0
380,455,23,33,0,0,0
12187,127718,1210,1356,27,1,0
3410,3596,2634,340,19,2,0
260353,34675,5167,5601,188,2,1
3630,5572,107,398,1,0,0
4306,1098,54,452,2,1,0
27679,13979,790,1096,35,0,4
75351,52785,1247,4946,26,0,4
98296,2324,1075,917,69,0,0
260014,105022,4065,1442,107,2,0
4468,4313,524,787,9,0,3
22,30,2,112,0,0,0
9060,3580,62883,565,363,3,0
1059,1937,74,91,0,1,0
1315,2387,96,123,3,0,1
4419,2113,5058,1162,86,48,4
12072,1143,391,727,20,0,7
66655,66919,789,585,44,0,1
1616,2153,46,564,1,2,0
35757,55651,621,971,18,0,0
18956,10912,544,739,13,4,1
66655,66919,789,585,44,0,4
25760,511,200,372,10,0,18
8895,6286,495,816,14,0,0
4173,13887,1203,1178,4,2,0
4844,164,361,872,7,1,0
8536,16055,344,907,14,0,0
2385,2798,399,785,2,0,1
45326,37179,3560,5001,115,0,3
4306,1098,54,452,2,0,0
1850,3337,150,244,6,1,0
34712,6011,3551,746,205,1,0
6292,20229,916,1023,42,0,2
66655,66919,789,585,44,0,1
17436,5011,6173,6510,147,0,18
272270,53285,15453,7516,440,1,0
260353,34675,5167,5601,188,1,0
2487,3007,24,159,9,0,0
66655,66919,789,585,44,0,2
4468,4313,524,787,9,0,1
66655,66919,789,585,44,0,1
872,1957,57,200,0,0,4
3520,900,257,362,10,1,0
872153,78090,129682,1187,339,0,0
41584,29465,900,593,36,0,137
35757,55651,621,971,18,0,1
3183,3790,178,244,27,11,1
6185,3838,152,259,2,0,0
14490,19744,791,790,20,2,0
763,1689,92,94,0,0,0
66655,66919,789,585,44,0,1
36202,11293,721,162,34,0,7
1094,4764,334,106,5,0,13
27679,13979,790,1096,35,0,18
66655,66919,789,585,44,0,1
1094,4764,334,106,5,0,1
3378,2277,206,679,29,2,0
20544,54013,177,97,22,4,0
36202,11293,721,162,34,0,18
872153,78090,129682,1187,339,0,20
45326,37179,3560,5001,115,0,1
3129,9926,41264,249,264,0,7
610,535,12,191,0,0,30
30355,71604,440,970,52,0,1
66655,66919,789,585,44,0,38
1850,3337,150,244,6,3,0
4587,1856,47,209,1,1,0
8536,16055,344,907,14,2,0
35565,7295,1312,589,83,0,0
73350,124142,1984,3026,81,5,1
4628,12852,504,1182,18,2,0
66655,66919,789,585,44,0,1
57819,36099,460,1788,65,0,0
3227,5366,149,312,3,0,4
17635,2867,618,667,33,1,0
9186,27643,123,1123,10,3,0
50688,6811,1667,1554,112,3,0
41584,29465,900,593,36,1,0
231339,17177,4947,3834,389,4,2
8895,6286,495,816,14,0,0
260353,34675,5167,5601,188,1,1
6292,20229,916,1023,42,0,0
4439,245,88,109,11,0,46
8637,3986,113,69,2,0,18
51879,12296,270,1151,28,0,0
66655,66919,789,585,44,0,3
18956,10912,544,739,13,4,0
3630,5572,107,398,1,0,0
389,816,47,269,1,0,4
66655,66919,789,585,44,0,46
4439,245,88,109,11,0,38
1976,1009,119,156,8,0,0
4302,1543,142,30,6,0,0
30355,71604,440,970,52,0,0
7775,8650,3989,348,198,33,7
9060,3580,62883,565,363,0,0
4841,9644,245,387,7,17,1
11250,10479,464,534,18,0,38
539,25,94,72,1,1,0
34712,6011,3551,746,205,3,1
54372,2458,846,2191,60,0,0
147277,824,1243,1906,117,0,0
9060,3580,62883,565,363,61,18
272270,53285,15453,7516,440,3,0
66655,66919,789,585,44,0,3
21899,11570,609,1003,29,0,0
466,909,83,528,3,0,137
4468,4313,524,787,9,0,1
991,1945,203,143,0,1,0
4306,1098,54,452,2,3,0
8895,6286,495,816,14,0,0
76709,42361,948,2369,52,3,0
260353,34675,5167,5601,188,2,0
1517,7601,487,767,1,0,38
7459,2345,151,530,4,1,0
4468,4313,524,787,9,0,7
1517,7601,487,767,1,9,4
147277,824,1243,1906,117,1,0
1760,1913,157,374,2,0,38
14737,2140,369,257,7,5,0
4468,4313,524,787,9,0,1
239826,5750,11760,199,409,2,0
1869,2695,40,71,0,3,0
41584,29465,900,593,36,0,3
26054,77411,718,3621,33,1,0
10323,36127,658,686,21,7,0
29111,32401,3152,3457,85,0,0
41917,14079,1117,1771,51,2,0
8895,6286,495,816,14,3,0
23435,2002,659,598,2,0,38
3227,5366,149,312,3,0,2
872153,78090,129682,1187,339,0,43
52636,16900,1374,982,60,4,0
1976,1009,119,156,8,0,0
34712,6011,3551,746,205,4,0
1850,3337,150,244,6,1,0
3227,5366,149,312,3,0,4
107049,2019,2244,852,81,0,0
8637,3986,113,69,2,19,2
22527,841,546,265,13,0,137
2219,2324,34,136,0,0,38
260353,34675,5167,5601,188,3,0
7471,4015,318,274,14,3,0
11167,17429,430,491,22,3,0
5605,2604,68,127,5,0,0
33083,20087,1491,1219,7,1,0
6185,3838,152,259,2,1,0
8491,4213,93,201,6,2,1
260353,34675,5167,5601,188,1,0
15998,13280,751,759,41,2,0
24990,15689,990,410,67,3,0
45326,37179,3560,5001,115,0,1
380,455,23,33,0,0,0
6596,10406,137,166,10,3,0
35565,7295,1312,589,83,0,0
872153,78090,129682,1187,339,0,12
45326,37179,3560,5001,115,0,1
872153,78090,129682,1187,339,0,30
19949,21550,718,767,76,1,0
7071,2920,377,578,34,7,0
14751,3433,152,255,2,0,0
872153,78090,129682,1187,339,0,18
2018,6545,977,576,3,2,0
2487,3007,24,159,9,0,0
1645,3218,98,219,5,1,0
22085,6409,853,1815,10,0,0
872153,78090,129682,1187,339,0,21
260353,34675,5167,5601,188,1,0
6304,4566,177,469,4,2,0
872153,78090,129682,1187,339,0,46
14185,7122,1607,651,25,0,38
272270,53285,15453,7516,440,0,0
4306,1098,54,452,2,0,0
872153,78090,129682,1187,339,0,38
76709,42361,948,2369,52,0,0
66655,66919,789,585,44,0,0
3227,5366,149,312,3,0,1
9186,27643,123,1123,10,0,0
73350,124142,1984,3026,81,1,1
15998,13280,751,759,41,6,3
20182,15442,375,115,9,0,0
45326,37179,3560,5001,115,1,0
20182,15442,375,115,9,0,0
41584,29465,900,593,36,1,1
12072,1143,391,727,20,2,0
19141,37739,2160,2668,70,0,515
21899,11570,609,1003,29,5,1
5724,5976,297,909,5,0,38
8895,6286,495,816,14,1,0
14737,2140,369,257,7,1,0
3227,5366,149,312,3,0,1
29111,32401,3152,3457,85,1,0
6213,6851,26,728,0,0,13
98296,2324,1075,917,69,1,0
9186,27643,123,1123,10,0,0
1943,4171,176,668,4,1,0
13411,39566,5053,5062,36,1,0
260353,34675,5167,5601,188,1,1
3101,2452,62,80,5,0,515
16882,3578,852,408,9,2,0
12187,127718,1210,1356,27,4,1
35565,7295,1312,589,83,0,0
161036,7039,4693,674,86,1,0
17414,9947,252,245,2,0,0
186,132,22,80,0,0,0
18232,30681,907,987,28,0,46
12062,29788,324,624,1,0,23
79950,103268,856,4154,20,0,0
87475,6269,420,305,22,0,0
5605,2604,68,127,5,0,0
18956,10912,544,739,13,0,38
19949,21550,718,767,76,2,1
6304,4566,177,469,4,0,0
36202,11293,721,162,34,0,5
2268,3718,63,434,3,0,0
4766,14179,412,413,10,2,0
18956,10912,544,739,13,0,5
23903,33319,205,666,17,0,38
1315,2387,96,123,3,0,38
4161,11338,731,680,7,0,137
45326,37179,3560,5001,115,1,0
18956,10912,544,739,13,2,0
8637,3986,113,69,2,1,0
4628,12852,504,1182,18,0,0
25760,511,200,372,10,0,0
7459,2345,151,530,4,1,0
23903,33319,205,666,17,0,4
4194,1306,1649,2479,37,0,0
17436,5011,6173,6510,147,0,38
9060,3580,62883,565,363,1,0
21899,11570,609,1003,29,1,1
41584,29465,900,593,36,0,3
260353,34675,5167,5601,188,0,0
52636,16900,1374,982,60,2,0
31232,90,205,256,11,0,38
12072,1143,391,727,20,1,0
14737,2140,369,257,7,0,38
34712,6011,3551,746,205,3,0
17557,34305,850,893,12,0,137
41917,14079,1117,1771,51,0,38
27679,13979,790,1096,35,0,38
10323,36127,658,686,21,0,5
27679,13979,790,1096,35,0,4
29111,32401,3152,3457,85,0,0
4306,1098,54,452,2,1,0
15998,13280,751,759,41,2,0
11250,10479,464,534,18,2,0
31232,90,205,256,11,3,0
20597,66653,1306,1345,41,0,137
1850,3337,150,244,6,2,0
8637,3986,113,69,2,0,38
738,4871,51,962,0,0,38
1645,3218,98,219,5,1,1
5210,10685,1779,1432,49,5,0
7775,8650,3989,348,198,10,5
16882,3578,852,408,9,3,0
1976,1009,119,156,8,1,0
2637,1473,58,157,2,0,0
9060,3580,62883,565,363,180,38
91143,16167,36597,4039,1057,8,0
1820,7342,104,332,1,0,0
147277,824,1243,1906,117,0,0
14737,2140,369,257,7,5,1
10323,36127,658,686,21,1,0
74922,93650,6038,3629,165,0,51
73350,124142,1984,3026,81,0,0
76709,42361,948,2369,52,0,0
1943,4171,176,668,4,0,0
260014,105022,4065,1442,107,2,0
272270,53285,15453,7516,440,0,0
7459,2345,151,530,4,1,0
41917,14079,1117,1771,51,1,1
260353,34675,5167,5601,188,1,0
4419,2113,5058,1162,86,48,4
2018,6545,977,576,3,1,0
2268,3718,63,434,3,2,0
52636,16900,1374,982,60,4,0
18956,10912,544,739,13,4,1
9183,9379,288,129,16,0,0
79950,103268,856,4154,20,0,0
19949,21550,718,767,76,6,2
10943,571,361,529,13,0,1
121535,50499,1105,2091,192,0,73
13476,2226,606,1511,2,3,3
121535,50499,1105,2091,192,0,137
4587,1856,47,209,1,1,0
4306,1098,54,452,2,0,0
121535,50499,1105,2091,192,0,20
98418,94338,842,1287,58,1,0
121535,50499,1105,2091,192,1,0
6596,10406,137,166,10,1,0
22085,6409,853,1815,10,0,0
121535,50499,1105,2091,192,0,43
260353,34675,5167,5601,188,0,0
184621,967,945,556,42,1,1
12072,1143,391,727,20,1,0
6185,3838,152,259,2,0,1
121535,50499,1105,2091,192,0,30
4526,25735,109,226,8,0,46
9376,8579,8013,143,139,0,16
121535,50499,1105,2091,192,0,18
22386,9796,897,759,60,1,1
9060,3580,62883,565,363,2,0
121535,50499,1105,2091,192,0,21
16882,3578,852,408,9,3,0
8637,3986,113,69,2,0,1
8637,3986,113,69,2,5,0
121535,50499,1105,2091,192,0,112
6185,3838,152,259,2,0,0
13713,20388,446,1054,71,1,1
9376,8579,8013,143,139,0,137
15998,13280,751,759,41,0,7
121535,50499,1105,2091,192,0,46
25760,511,200,372,10,0,43
7459,2345,151,530,4,1,0
1850,3337,150,244,6,0,0
25760,511,200,372,10,0,30
25760,511,200,372,10,0,18
21899,11570,609,1003,29,1,0
76709,42361,948,2369,52,0,0
11218,38444,804,3530,21,0,0
25760,511,200,372,10,0,21
1309,925,142,213,7,19,1
18956,10912,544,739,13,0,3
272270,53285,15453,7516,440,4,0
25760,511,200,372,10,0,46
4173,13887,1203,1178,4,0,46
34712,6011,3551,746,205,2,0
52636,16900,1374,982,60,0,7
12815,3436,240,391,18,0,1
9469,13326,408,1733,0,0,51
18956,10912,544,739,13,3,1
9060,3580,62883,565,363,7,1
66655,66919,789,585,44,0,1
260353,34675,5167,5601,188,1,0
4766,14179,412,413,10,0,0
20597,66653,1306,1345,41,6,0
16882,3578,852,408,9,11,3
47625,93215,955,3655,10,0,21
3227,5366,149,312,3,0,46
48527,9505,593,768,42,2,1
22386,9796,897,759,60,1,0
724,1462,83,366,0,0,0
3630,5572,107,398,1,0,0
44149,20302,1807,1654,37,0,1
8536,16055,344,907,14,0,0
12062,29788,324,624,1,0,7
44149,20302,1807,1654,37,0,1
33468,77660,953,768,33,0,46
66655,66919,789,585,44,0,21
7459,2345,151,530,4,0,46
12815,3436,240,391,18,0,46
36202,11293,721,162,34,0,1
66655,66919,789,585,44,0,1
45851,27789,893,2786,34,0,0
52636,16900,1374,982,60,1,0
2487,3007,24,159,9,3,0
1850,3337,150,244,6,2,0
718,10064,76,654,2,0,0
21899,11570,609,1003,29,6,1
260353,34675,5167,5601,188,1,0
41917,14079,1117,1771,51,0,1
12072,1143,391,727,20,5,0
87475,6269,420,305,22,0,0
3156,5275,578,914,14,0,0
3630,5572,107,398,1,1,0
33468,77660,953,768,33,0,13
6292,20229,916,1023,42,0,0
59763,19529,9234,8065,54,0,46
9060,3580,62883,565,363,3,0
6202,3198,370,721,38,0,46
51879,12296,270,1151,28,0,1
231339,17177,4947,3834,389,2,1
16882,3578,852,408,9,8,0
45326,37179,3560,5001,115,0,46
13411,39566,5053,5062,36,4,1
12667,268231,601,155,24,0,1
33468,77660,953,768,33,2,0
161036,7039,4693,674,86,0,46
30355,71604,440,970,52,3,1
20680,61867,417,1179,21,0,1
34712,6011,3551,746,205,1,0
14737,2140,369,257,7,0,0
48311,10008,627,798,52,0,46
35565,7295,1312,589,83,2,1
28316,6303,194,468,24,1,0
76709,42361,948,2369,52,0,0
35757,55651,621,971,18,0,46
131445,100710,1580,547,50,2,0
4306,1098,54,452,2,1,0
4587,1856,47,209,1,1,0
30355,71604,440,970,52,1,0
161036,7039,4693,674,86,1,0
3378,2277,206,679,29,1,0
718,10064,76,654,2,3,0
1315,2387,96,123,3,0,46
61218,25,2214,1800,105,1,0
45326,37179,3560,5001,115,1,0
16882,3578,852,408,9,3,0
88,260,17,79,0,2,0
5449,2748,1430,744,28,1,0
17436,5011,6173,6510,147,0,46
6596,10406,137,166,10,6,1
1976,1009,119,156,8,0,0
33468,77660,953,768,33,0,18
8637,3986,113,69,2,0,46
555,306,64,92,3,2,0
75351,52785,1247,4946,26,0,13
51879,12296,270,1151,28,2,0
27679,13979,790,1096,35,0,46
41917,14079,1117,1771,51,2,0
15766,5047,169,181,3,0,30
52889,42,701,568,202,0,0
7080,1593,180,146,2,0,0
6292,20229,916,1023,42,0,46
2637,1473,58,157,2,1,0
45326,37179,3560,5001,115,0,1
75351,52785,1247,4946,26,0,46
16882,3578,852,408,9,4,0
23903,33319,205,666,17,0,46
73350,124142,1984,3026,81,4,0
7775,8650,3989,348,198,8,1
18956,10912,544,739,13,0,46
35565,7295,1312,589,83,0,1
66655,66919,789,585,44,0,1
4868,4742,14209,736,407,0,13
20182,15442,375,115,9,0,0
10323,36127,658,686,21,5,1
76709,42361,948,2369,52,3,0
9060,3580,62883,565,363,205,46
272270,53285,15453,7516,440,4,0
14737,2140,369,257,7,6,0
4468,4313,524,787,9,0,1
724,1462,83,366,0,0,7
5605,2604,68,127,5,1,0
41584,29465,900,593,36,4,1
1645,3218,98,219,5,2,0
35757,55651,621,971,18,0,1
79950,103268,856,4154,20,2,0
29111,32401,3152,3457,85,2,0
18956,10912,544,739,13,0,2
260353,34675,5167,5601,188,1,0
8637,3986,113,69,2,20,7
34712,6011,3551,746,205,4,0
9186,27643,123,1123,10,3,0
10323,36127,658,686,21,7,0
6304,4566,177,469,4,2,1
76709,42361,948,2369,52,3,0
14737,2140,369,257,7,0,0
7459,2345,151,530,4,0,0
52636,16900,1374,982,60,13,2
4306,1098,54,452,2,1,0
17436,5011,6173,6510,147,0,21
260014,105022,4065,1442,107,3,0
462,1087,27,122,0,0,21
4587,1856,47,209,1,0,0
12072,1143,391,727,20,2,0
13713,20388,446,1054,71,2,0
16882,3578,852,408,9,2,0
66655,66919,789,585,44,0,0
5605,2604,68,127,5,1,0
23903,33319,205,666,17,0,0
76709,42361,948,2369,52,0,0
6596,10406,137,166,10,1,0
21899,11570,609,1003,29,1,1
260353,34675,5167,5601,188,3,0
173,2594,10,170,0,2,0
239826,5750,11760,199,409,3,0
1850,3337,150,244,6,3,0
34712,6011,3551,746,205,2,0
41917,14079,1117,1771,51,0,0
4504,933,274,1073,2,0,1
27679,13979,790,1096,35,0,1
8637,3986,113,69,2,0,0
22386,9796,897,759,60,2,0
18956,10912,544,739,13,0,1
272270,53285,15453,7516,440,3,0
29111,32401,3152,3457,85,1,0
7459,2345,151,530,4,1,0
3978,1500,136,157,9,2,0
1517,7601,487,767,1,0,30
10323,36127,658,686,21,2,0
9060,3580,62883,565,363,1,1
45851,27789,893,2786,34,0,0
14737,2140,369,257,7,1,0
4766,14179,412,413,10,0,0
3227,5366,149,312,3,2,1
34712,6011,3551,746,205,2,0
73350,124142,1984,3026,81,1,0
41917,14080,1117,1771,51,1,0
9183,9379,288,129,16,0,0
4194,1306,1649,2479,37,0,0
76709,42361,948,2369,52,0,0
16882,3578,852,408,9,4,0
38562,1104,544,385,8,0,0
13713,20388,446,1054,71,1,0
9060,3580,62883,565,363,0,0
260353,34675,5167,5601,188,2,0
990,2164,115,302,6,0,93
14737,2140,369,257,7,3,1
3630,5572,107,398,1,0,0
45714,5150,704,1520,28,0,71
35757,55651,621,971,18,0,1
7459,2345,151,530,4,4,0
724,1462,83,366,0,1,0
35757,55651,621,971,18,0,1
16882,3578,852,408,9,3,0
34712,6011,3551,746,205,4,0
27912,24748,164,128,27,1,0
76709,42361,948,2369,52,1,0
41584,29465,900,593,36,0,1
462,1087,27,122,0,0,43
199811,103801,5137,4688,1045,0,43
272270,53285,15453,7516,440,1,1
41584,29465,900,593,36,1,0
12072,1143,391,727,20,1,1
30355,71604,440,970,52,1,0
2301,16,21,55,0,0,0
260353,34675,5167,5601,188,1,0
36202,11293,721,162,34,0,13
23903,33319,205,666,17,0,21
52889,42,701,568,202,1,0
30979,17981,849,487,23,0,0
9186,27643,123,1123,10,0,21
1850,3337,150,244,6,1,0
9497,2231,545,533,31,1,0
10669,8825,644,536,1,1,0
66655,66919,789,585,44,3,0
5527,26393,428,439,2,0,137
4099,5623,113,429,1,1,0
41917,14080,1117,1771,51,0,21
91143,16167,36597,4039,1057,11,0
98418,94338,842,1287,58,0,0
5940,8620,753,1994,9,0,0
161036,7039,4693,674,86,2,0
4628,12852,504,1182,18,2,1
4306,1098,54,452,2,1,0
35757,55651,621,971,18,2,0
35565,7295,1312,589,83,0,1
45326,37179,3560,5001,115,2,0
52636,16900,1374,982,60,6,0
16882,3578,852,408,9,0,0
6596,10406,137,166,10,0,0
19949,21550,718,767,76,3,0
63,150,3,23,0,1,0
45714,5150,704,1520,28,1,0
45326,37179,3560,5001,115,0,1
27679,13979,790,1096,35,0,21
991,1945,203,143,0,4,0
5605,2604,68,127,5,1,0
9060,3580,62883,565,363,133,21
23903,33319,205,666,17,0,0
12072,1143,391,727,20,0,18
27679,13979,790,1096,35,0,1
41584,29465,900,593,36,1,0
1976,1009,119,156,8,1,0
4587,1856,47,209,1,0,0
8637,3986,113,69,2,2,0
1645,3218,98,219,5,0,0
3227,5366,149,312,3,1,1
21899,11570,609,1003,29,1,0
260353,34675,5167,5601,188,2,0
19949,21550,718,767,76,1,0
9060,3580,62883,565,363,1,0
34436,912,288,319,15,0,0
45326,37179,3560,5001,115,1,0
5449,2748,1430,744,28,0,0
41917,14080,1117,1771,51,0,0
31232,90,205,256,11,1,0
10323,36127,658,686,21,0,0
4766,14179,412,413,10,0,0
7775,8650,3989,348,198,120,13
7775,8650,3989,348,198,13,0
4306,1098,54,452,2,3,1
22789,18184,737,310,18,1,0
389,816,47,269,1,0,0
7459,2345,151,530,4,0,0
30355,71604,440,970,52,0,0
4844,164,361,872,7,0,0
11250,10479,464,534,18,0,0
59115,2436,1909,1578,72,0,1
14737,2140,369,257,7,1,0
147277,824,1243,1906,117,0,0
239826,5750,11760,199,409,4,0
2041,2460,94,345,6,0,0
41917,14080,1117,1771,51,1,0
4587,1856,47,209,1,0,0
20182,15442,375,115,9,1,0
29111,32401,3152,3457,85,0,0
20182,15442,375,115,9,0,0
1094,4764,334,106,5,0,1
10183,45886,404,820,9,0,0
131445,100710,1580,547,50,0,30
9060,3580,62883,565,363,4,0
76709,42361,948,2369,52,1,0
260353,34675,5167,5601,188,2,0
24325,6339,4972,506,51,0,0
539,25,94,72,1,0,0
1645,3218,98,219,5,0,0
30355,71604,440,970,52,0,0
73350,124142,1984,3026,81,1,0
272270,53285,15453,7516,440,0,0
2301,16,21,55,0,0,0
12072,1143,391,727,20,0,2
9774,1185,112,719,1,1,1
41917,14080,1117,1771,51,0,0
76709,42361,948,2369,52,0,0
12815,3436,240,391,18,1,0
41584,29465,900,593,36,1,1
16882,3578,852,408,9,0,0
36202,11293,721,162,34,0,0
119135,165182,3453,2657,49,0,5
34712,6011,3551,746,205,1,1
35565,7295,1312,589,83,0,0
66655,66919,789,585,44,0,0
1517,7601,487,767,1,0,1
79950,103268,856,4154,20,2,0
260353,34675,5167,5601,188,3,1
1264,1503,69,412,4,0,0
2511,7772,343,410,2,0,18
12866,6003,209,552,14,1,0
7459,2345,151,530,4,0,0
7087,10173,536,713,1,0,30
255284,69337,2411,3133,110,1,0
33468,77660,953,768,33,3,0
1850,3337,150,244,6,2,0
17436,5011,6173,6510,147,0,18
92456,5256,792,314,77,1,0
21899,11570,609,1003,29,3,0
16882,3578,852,408,9,2,0
52636,16900,1374,982,60,5,0
272270,53285,15453,7516,440,1,0
14737,2140,369,257,7,2,0
4306,1098,54,452,2,1,0
15998,13280,751,759,41,2,0
4587,1856,47,209,1,2,0
290,1433,9,35,0,1,0
5808,12652,325,572,22,0,43
18956,10912,544,739,13,8,0
991,1945,203,143,0,2,0
389,816,47,269,1,1,0
41917,14080,1117,1771,51,0,18
23903,33319,205,666,17,0,18
147277,824,1243,1906,117,0,0
8536,16055,344,907,14,0,0
36202,11293,721,162,34,0,18
26054,77411,718,3621,33,0,0
27679,13979,790,1096,35,0,18
9060,3580,62883,565,363,3,0
41584,29465,900,593,36,0,0
1264,1503,69,412,4,0,0
2487,3007,24,159,9,0,0
36202,11293,721,162,34,0,0
29111,32401,3152,3457,85,0,0
22895,11795,62,341,7,0,0
12072,1143,391,727,20,3,1
31232,90,205,256,11,0,0
18139,30872,395,290,21,2,0
2596,2574,905,799,5,3,1
2301,16,21,55,0,0,0
2018,6545,977,576,3,1,0
1645,3218,98,219,5,0,0
4766,14179,412,413,10,1,0
19949,21550,718,767,76,1,0
9060,3580,62883,565,363,102,18
724,1462,83,366,0,1,0
1976,1009,119,156,8,0,0
8637,3986,113,69,2,2,0
18956,10912,544,739,13,8,0
76709,42361,948,2369,52,1,0
131445,100710,1580,547,50,0,2
389,816,47,269,1,2,0
131445,100710,1580,547,50,0,1
6692,41234,49,244,6,2,0
19949,21550,718,767,76,2,0
3662,19355,469,1444,15,0,14
2018,6545,977,576,3,1,0
16882,3578,852,408,9,9,0
98418,94338,842,1287,58,0,30
260014,105022,4065,1442,107,0,13
10323,36127,658,686,21,0,13
4587,1856,47,209,1,1,0
22085,6409,853,1815,10,1,0
1315,2387,96,123,3,3,0
41917,14080,1117,1771,51,1,0
45326,37179,3560,5001,115,0,1
52636,16900,1374,982,60,6,0
3662,19355,469,1444,15,0,1
7459,2345,151,530,4,1,0
88,260,17,79,0,3,1
9060,3580,62883,565,363,1,0
6304,4566,177,469,4,0,0
15998,13280,751,759,41,1,0
8637,3986,113,69,2,4,2
1904,1540,926,976,23,1,0
9774,1185,112,719,1,0,0
66655,66919,789,585,44,0,0
52889,42,701,568,202,1,0
4306,1098,54,452,2,3,1
1100,1357,12,6,0,0,0
4526,25735,109,226,8,0,30
161036,7039,4693,674,86,0,0
6596,10406,137,166,10,0,0
11250,10479,464,534,18,1,0
36202,11293,721,162,34,0,13
1850,3337,150,244,6,1,0
2238,11247,170,256,2,0,4
98418,94338,842,1287,58,0,0
12667,268231,601,155,24,1,0
4526,25735,109,226,8,0,0
73350,124142,1984,3026,81,0,0
8996,12918,385,226,0,0,43
3227,5366,149,312,3,0,137
41584,29465,900,593,36,1,1
5605,2604,68,127,5,0,30
1094,4764,334,106,5,5,1
